uri,Artist,Track,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
spotify:track:2RbJc1nH5N83pjZNnDMDZB,Traffic,"40,000 Headmen - Live",21,0.439,0.339,11,-13.876,0,0.0533,0.789,3.88e-05,0.775,0.524,88.218,audio_features,2RbJc1nH5N83pjZNnDMDZB,https://api.spotify.com/v1/tracks/2RbJc1nH5N83pjZNnDMDZB,https://api.spotify.com/v1/audio-analysis/2RbJc1nH5N83pjZNnDMDZB,270053,4
spotify:track:75JgbtQPlFrWc1kvjVKGYt,Traffic,All of the Above,30,0.615,0.4,0,-13.31,1,0.0324,0.000152,0.462,0.123,0.191,120.021,audio_features,75JgbtQPlFrWc1kvjVKGYt,https://api.spotify.com/v1/tracks/75JgbtQPlFrWc1kvjVKGYt,https://api.spotify.com/v1/audio-analysis/75JgbtQPlFrWc1kvjVKGYt,437375,4
spotify:track:6waIDGD8KburJSTvbbtmr7,Traffic,Shoot Out At The Fantasy Factory,20,0.554,0.704,4,-13.835,0,0.0365,4.87e-05,0.00996,0.183,0.501,123.99,audio_features,6waIDGD8KburJSTvbbtmr7,https://api.spotify.com/v1/tracks/6waIDGD8KburJSTvbbtmr7,https://api.spotify.com/v1/audio-analysis/6waIDGD8KburJSTvbbtmr7,363067,4
spotify:track:0kgH592n0YqyJg32lKME7R,Traffic,Psilocybin,34,0.749,0.828,1,-8.51,1,0.17,0.0557,0.205,0.41,0.46,127.999,audio_features,0kgH592n0YqyJg32lKME7R,https://api.spotify.com/v1/tracks/0kgH592n0YqyJg32lKME7R,https://api.spotify.com/v1/audio-analysis/0kgH592n0YqyJg32lKME7R,399352,4
spotify:track:1l44zym5HWEFClCHZWK2qW,Traffic,Don't Be Sad,22,0.382,0.534,5,-8.769,1,0.0256,0.255,7.66e-05,0.135,0.52,94.375,audio_features,1l44zym5HWEFClCHZWK2qW,https://api.spotify.com/v1/tracks/1l44zym5HWEFClCHZWK2qW,https://api.spotify.com/v1/audio-analysis/1l44zym5HWEFClCHZWK2qW,201933,4
spotify:track:0NUBFYBOOVfpPs3CHXM26p,Traffic,Freedom Rider,19,0.444,0.656,3,-13.23,1,0.0346,0.268,0.178,0.158,0.388,112.515,audio_features,0NUBFYBOOVfpPs3CHXM26p,https://api.spotify.com/v1/tracks/0NUBFYBOOVfpPs3CHXM26p,https://api.spotify.com/v1/audio-analysis/0NUBFYBOOVfpPs3CHXM26p,328107,4
spotify:track:6ei10DOWqD7FDC0xxhTHGW,Traffic,Heaven Is In Your Mind,21,0.66,0.685,9,-11.961,1,0.0443,0.12,0.00867,0.585,0.76,90.069,audio_features,6ei10DOWqD7FDC0xxhTHGW,https://api.spotify.com/v1/tracks/6ei10DOWqD7FDC0xxhTHGW,https://api.spotify.com/v1/audio-analysis/6ei10DOWqD7FDC0xxhTHGW,258827,4
spotify:track:0lTESciBFqhiDZ7oP3rIUK,Traffic,Shanghai Noodle Factory,20,0.403,0.545,2,-10.701,0,0.0463,0.115,5.69e-06,0.0196,0.695,147.535,audio_features,0lTESciBFqhiDZ7oP3rIUK,https://api.spotify.com/v1/tracks/0lTESciBFqhiDZ7oP3rIUK,https://api.spotify.com/v1/audio-analysis/0lTESciBFqhiDZ7oP3rIUK,303440,4
spotify:track:39OJkHErGK8GEHItDwmlm3,Traffic,Paper Sun - Single Version,23,0.498,0.882,9,-7.14,0,0.0734,0.0572,0.0129,0.0604,0.515,133.491,audio_features,39OJkHErGK8GEHItDwmlm3,https://api.spotify.com/v1/tracks/39OJkHErGK8GEHItDwmlm3,https://api.spotify.com/v1/audio-analysis/39OJkHErGK8GEHItDwmlm3,213200,4
spotify:track:2aVFvTmfTjrJGgES8aiJJB,Traffic,Dream Gerrard,17,0.411,0.582,10,-12.924,0,0.0482,0.556,0.116,0.154,0.615,75.688,audio_features,2aVFvTmfTjrJGgES8aiJJB,https://api.spotify.com/v1/tracks/2aVFvTmfTjrJGgES8aiJJB,https://api.spotify.com/v1/audio-analysis/2aVFvTmfTjrJGgES8aiJJB,661560,4
spotify:track:2ggBjuAXgoNhP2kcqjRJkP,Traffic,Something's Got A Hold Of My Toe,17,0.289,0.602,2,-12.085,1,0.0455,0.0269,0.906,0.158,0.734,151.658,audio_features,2ggBjuAXgoNhP2kcqjRJkP,https://api.spotify.com/v1/tracks/2ggBjuAXgoNhP2kcqjRJkP,https://api.spotify.com/v1/audio-analysis/2ggBjuAXgoNhP2kcqjRJkP,132173,4
spotify:track:34cnr5kNKHd78G0TAylIJ0,Traffic,People Watching,23,0.547,0.966,9,-4.297,0,0.114,0.3,0.0,0.0961,0.283,140.025,audio_features,34cnr5kNKHd78G0TAylIJ0,https://api.spotify.com/v1/tracks/34cnr5kNKHd78G0TAylIJ0,https://api.spotify.com/v1/audio-analysis/34cnr5kNKHd78G0TAylIJ0,243800,4
spotify:track:70YvYr2hGlS01bKRIho1HM,ZZ Top,La Grange - 2005 Remaster,73,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,audio_features,70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/tracks/70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/audio-analysis/70YvYr2hGlS01bKRIho1HM,230480,4
spotify:track:1UBQ5GK8JaQjm5VbkBZY66,ZZ Top,Sharp Dressed Man - 2008 Remaster,70,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,audio_features,1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/tracks/1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/audio-analysis/1UBQ5GK8JaQjm5VbkBZY66,258027,4
spotify:track:6zGDIDjfDkPyNxrEERO3XG,ZZ Top,Tush - 2006 Remaster,65,0.58,0.885,0,-5.154,0,0.0715,0.1,0.00157,0.146,0.788,145.405,audio_features,6zGDIDjfDkPyNxrEERO3XG,https://api.spotify.com/v1/tracks/6zGDIDjfDkPyNxrEERO3XG,https://api.spotify.com/v1/audio-analysis/6zGDIDjfDkPyNxrEERO3XG,137933,4
spotify:track:0OBwxFLu6Yj61s2OagYbgY,ZZ Top,Gimme All Your Lovin',68,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,audio_features,0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/tracks/0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/audio-analysis/0OBwxFLu6Yj61s2OagYbgY,241080,4
spotify:track:7t6CAWplijBj4sdl0q3z0e,ZZ Top,Legs - 2008 Remaster,59,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,audio_features,7t6CAWplijBj4sdl0q3z0e,https://api.spotify.com/v1/tracks/7t6CAWplijBj4sdl0q3z0e,https://api.spotify.com/v1/audio-analysis/7t6CAWplijBj4sdl0q3z0e,273907,4
spotify:track:7bNFkCSO1ofu3uzr6voY7T,ZZ Top,Just Got Paid,54,0.567,0.687,9,-10.536,1,0.0435,0.29,0.426,0.121,0.625,99.93,audio_features,7bNFkCSO1ofu3uzr6voY7T,https://api.spotify.com/v1/tracks/7bNFkCSO1ofu3uzr6voY7T,https://api.spotify.com/v1/audio-analysis/7bNFkCSO1ofu3uzr6voY7T,267480,4
spotify:track:2s0XwRidJ0uVeXThGbeCCk,ZZ Top,Waitin' for the Bus - 2006 Remaster,52,0.701,0.371,7,-10.303,1,0.0907,0.0463,0.0835,0.148,0.86,99.537,audio_features,2s0XwRidJ0uVeXThGbeCCk,https://api.spotify.com/v1/tracks/2s0XwRidJ0uVeXThGbeCCk,https://api.spotify.com/v1/audio-analysis/2s0XwRidJ0uVeXThGbeCCk,173267,4
spotify:track:04nLJFQLf9TgMjmIO0g0u2,ZZ Top,Sharp Dressed Man - 2003 Remaster,0,0.527,0.786,5,-8.01,1,0.0362,0.000153,0.00271,0.085,0.343,125.117,audio_features,04nLJFQLf9TgMjmIO0g0u2,https://api.spotify.com/v1/tracks/04nLJFQLf9TgMjmIO0g0u2,https://api.spotify.com/v1/audio-analysis/04nLJFQLf9TgMjmIO0g0u2,253413,4
spotify:track:4tYjuquiKvx2Pq6usRTVWB,ZZ Top,Jesus Just Left Chicago - 2006 Remaster,52,0.34,0.598,0,-9.668,1,0.0741,0.0853,0.118,0.0969,0.697,215.918,audio_features,4tYjuquiKvx2Pq6usRTVWB,https://api.spotify.com/v1/tracks/4tYjuquiKvx2Pq6usRTVWB,https://api.spotify.com/v1/audio-analysis/4tYjuquiKvx2Pq6usRTVWB,210253,3
spotify:track:1TlDh1Hm5pykg4TRKJXByZ,ZZ Top,Sharp Dressed Man - 2003 Remaster,0,0.527,0.786,5,-8.01,1,0.0362,0.000153,0.00271,0.085,0.343,125.117,audio_features,1TlDh1Hm5pykg4TRKJXByZ,https://api.spotify.com/v1/tracks/1TlDh1Hm5pykg4TRKJXByZ,https://api.spotify.com/v1/audio-analysis/1TlDh1Hm5pykg4TRKJXByZ,253413,4
spotify:track:4zNRzYlxXBRf3r7WO9mhJU,ZZ Top,Gimme All Your Lovin',0,0.669,0.729,5,-8.137,1,0.0304,0.0161,0.0144,0.0655,0.639,119.847,audio_features,4zNRzYlxXBRf3r7WO9mhJU,https://api.spotify.com/v1/tracks/4zNRzYlxXBRf3r7WO9mhJU,https://api.spotify.com/v1/audio-analysis/4zNRzYlxXBRf3r7WO9mhJU,238000,4
spotify:track:5HKPp4NqHKWaxG3BxWHfQ9,ZZ Top,Burger Man,0,0.561,0.766,2,-9.871,0,0.0412,0.000999,0.00438,0.318,0.884,151.931,audio_features,5HKPp4NqHKWaxG3BxWHfQ9,https://api.spotify.com/v1/tracks/5HKPp4NqHKWaxG3BxWHfQ9,https://api.spotify.com/v1/audio-analysis/5HKPp4NqHKWaxG3BxWHfQ9,199760,4
spotify:track:24L6Q983dhnHrEgmELcC2k,ZZ Top,Sharp Dressed Man - 2003 Remaster,0,0.527,0.786,5,-8.01,1,0.0362,0.000153,0.00271,0.085,0.343,125.117,audio_features,24L6Q983dhnHrEgmELcC2k,https://api.spotify.com/v1/tracks/24L6Q983dhnHrEgmELcC2k,https://api.spotify.com/v1/audio-analysis/24L6Q983dhnHrEgmELcC2k,253413,4
spotify:track:1jzZZsfzxsebFa6KpWXaAr,ZZ Top,Got Me Under Pressure - 2008 Remaster,52,0.607,0.939,2,-4.95,1,0.0375,0.0166,0.0081,0.0941,0.764,157.957,audio_features,1jzZZsfzxsebFa6KpWXaAr,https://api.spotify.com/v1/tracks/1jzZZsfzxsebFa6KpWXaAr,https://api.spotify.com/v1/audio-analysis/1jzZZsfzxsebFa6KpWXaAr,243067,4
spotify:track:2ap1hCe7wyOWkMJsnIn0V1,ZZ Top,Beer Drinkers & Hell Raisers - 2006 Remaster,49,0.494,0.756,7,-8.504,1,0.0432,0.0014,0.0052,0.164,0.589,133.337,audio_features,2ap1hCe7wyOWkMJsnIn0V1,https://api.spotify.com/v1/tracks/2ap1hCe7wyOWkMJsnIn0V1,https://api.spotify.com/v1/audio-analysis/2ap1hCe7wyOWkMJsnIn0V1,205547,4
spotify:track:09C7ULYG1WhWgngwkkvVxN,ZZ Top,Rough Boy,55,0.457,0.48,9,-15.776,1,0.03,0.38,0.016,0.142,0.683,157.967,audio_features,09C7ULYG1WhWgngwkkvVxN,https://api.spotify.com/v1/tracks/09C7ULYG1WhWgngwkkvVxN,https://api.spotify.com/v1/audio-analysis/09C7ULYG1WhWgngwkkvVxN,289160,4
spotify:track:7hq8ntGVskliIPeoP99nA2,ZZ Top,"I'm Bad, I'm Nationwide",45,0.429,0.627,7,-9.581,0,0.0389,0.451,0.00031,0.13,0.912,205.642,audio_features,7hq8ntGVskliIPeoP99nA2,https://api.spotify.com/v1/tracks/7hq8ntGVskliIPeoP99nA2,https://api.spotify.com/v1/audio-analysis/7hq8ntGVskliIPeoP99nA2,286493,4
spotify:track:0f9h8awV1X4jSllHXXYdfX,ZZ Top,Sharp Dressed Man,48,0.653,0.766,0,-8.078,1,0.0261,0.000464,0.00206,0.103,0.396,125.113,audio_features,0f9h8awV1X4jSllHXXYdfX,https://api.spotify.com/v1/tracks/0f9h8awV1X4jSllHXXYdfX,https://api.spotify.com/v1/audio-analysis/0f9h8awV1X4jSllHXXYdfX,251947,4
spotify:track:6Gyk7ZHfFWo3d8U7poUEPs,ZZ Top,Blue Jean Blues - 2005 Remaster,50,0.648,0.242,11,-11.319,0,0.0399,0.577,0.0124,0.104,0.294,130.885,audio_features,6Gyk7ZHfFWo3d8U7poUEPs,https://api.spotify.com/v1/tracks/6Gyk7ZHfFWo3d8U7poUEPs,https://api.spotify.com/v1/audio-analysis/6Gyk7ZHfFWo3d8U7poUEPs,282627,3
spotify:track:7rwM67LyGTDIq33h3Ukc6Y,ZZ Top,I Gotsta Get Paid,48,0.542,0.941,7,-2.225,1,0.0621,0.052,0.000191,0.056,0.445,82.371,audio_features,7rwM67LyGTDIq33h3Ukc6Y,https://api.spotify.com/v1/tracks/7rwM67LyGTDIq33h3Ukc6Y,https://api.spotify.com/v1/audio-analysis/7rwM67LyGTDIq33h3Ukc6Y,243160,4
spotify:track:7A1G4cFoivSdoryjH9w2z6,ZZ Top,Can't Stop Rockin',49,0.49,0.914,7,-12.24,1,0.0358,0.0167,0.00335,0.189,0.884,148.943,audio_features,7A1G4cFoivSdoryjH9w2z6,https://api.spotify.com/v1/tracks/7A1G4cFoivSdoryjH9w2z6,https://api.spotify.com/v1/audio-analysis/7A1G4cFoivSdoryjH9w2z6,181667,4
spotify:track:0FMhMAFPLg8EljnROSoVnj,ZZ Top,La Grange - 1999 Remaster,50,0.552,0.651,4,-10.624,0,0.229,0.00494,0.0349,0.132,0.533,161.548,audio_features,0FMhMAFPLg8EljnROSoVnj,https://api.spotify.com/v1/tracks/0FMhMAFPLg8EljnROSoVnj,https://api.spotify.com/v1/audio-analysis/0FMhMAFPLg8EljnROSoVnj,232533,4
spotify:track:2WcnvJKsp1aYs8xp2nJyDN,ZZ Top,I Got the Six - 2008 Remaster,47,0.62,0.893,5,-4.076,1,0.0414,0.00401,0.0408,0.123,0.938,150.102,audio_features,2WcnvJKsp1aYs8xp2nJyDN,https://api.spotify.com/v1/tracks/2WcnvJKsp1aYs8xp2nJyDN,https://api.spotify.com/v1/audio-analysis/2WcnvJKsp1aYs8xp2nJyDN,174240,4
spotify:track:5QaQnaDC7nR1mkRN9zXNnS,ZZ Top,Tush,37,0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,audio_features,5QaQnaDC7nR1mkRN9zXNnS,https://api.spotify.com/v1/tracks/5QaQnaDC7nR1mkRN9zXNnS,https://api.spotify.com/v1/audio-analysis/5QaQnaDC7nR1mkRN9zXNnS,137240,4
spotify:track:060SIy6PC30dMWw6wI6292,ZZ Top,La Grange,37,0.469,0.532,9,-15.666,0,0.0609,0.0128,0.125,0.118,0.52,160.914,audio_features,060SIy6PC30dMWw6wI6292,https://api.spotify.com/v1/tracks/060SIy6PC30dMWw6wI6292,https://api.spotify.com/v1/audio-analysis/060SIy6PC30dMWw6wI6292,234107,4
spotify:track:23GKaCeOwUt6MQyCwi4M26,ZZ Top,Cheap Sunglasses,37,0.702,0.581,5,-10.694,0,0.0553,0.133,0.000124,0.284,0.93,94.267,audio_features,23GKaCeOwUt6MQyCwi4M26,https://api.spotify.com/v1/tracks/23GKaCeOwUt6MQyCwi4M26,https://api.spotify.com/v1/audio-analysis/23GKaCeOwUt6MQyCwi4M26,160467,4
spotify:track:4s22XSQoOFvN5HrXk9YZ3I,ZZ Top,I Need You Tonight - 2008 Remaster,45,0.653,0.653,0,-5.164,1,0.0252,0.0579,0.311,0.339,0.513,96.914,audio_features,4s22XSQoOFvN5HrXk9YZ3I,https://api.spotify.com/v1/tracks/4s22XSQoOFvN5HrXk9YZ3I,https://api.spotify.com/v1/audio-analysis/4s22XSQoOFvN5HrXk9YZ3I,378627,4
spotify:track:57zvMcOgGJLQxZ2hsFgJ5S,ZZ Top,My Head's in Mississippi,42,0.456,0.731,2,-8.614,1,0.0473,0.00123,0.0156,0.0773,0.596,75.997,audio_features,57zvMcOgGJLQxZ2hsFgJ5S,https://api.spotify.com/v1/tracks/57zvMcOgGJLQxZ2hsFgJ5S,https://api.spotify.com/v1/audio-analysis/57zvMcOgGJLQxZ2hsFgJ5S,261027,4
spotify:track:1ESuT2y9AKu1zMdxq47qW5,ZZ Top,Sleeping Bag,43,0.62,0.688,7,-12.892,1,0.0435,0.00181,0.00482,0.0464,0.793,112.122,audio_features,1ESuT2y9AKu1zMdxq47qW5,https://api.spotify.com/v1/tracks/1ESuT2y9AKu1zMdxq47qW5,https://api.spotify.com/v1/audio-analysis/1ESuT2y9AKu1zMdxq47qW5,242333,4
spotify:track:1lzngZJeLBOU5pcg663kiu,ZZ Top,Sixteen Tons (feat. Jeff Beck) - Live from London,44,0.557,0.958,9,-5.671,1,0.0536,0.0242,0.125,0.952,0.71,123.998,audio_features,1lzngZJeLBOU5pcg663kiu,https://api.spotify.com/v1/tracks/1lzngZJeLBOU5pcg663kiu,https://api.spotify.com/v1/audio-analysis/1lzngZJeLBOU5pcg663kiu,197735,4
spotify:track:0H1CnfCH8VnQD4yrj95eVJ,ZZ Top,La Grange - 1999 Remaster,41,0.552,0.651,4,-10.624,0,0.229,0.00494,0.0349,0.132,0.533,161.548,audio_features,0H1CnfCH8VnQD4yrj95eVJ,https://api.spotify.com/v1/tracks/0H1CnfCH8VnQD4yrj95eVJ,https://api.spotify.com/v1/audio-analysis/0H1CnfCH8VnQD4yrj95eVJ,232533,4
spotify:track:5JFywJVhSvuJI6KB9ikgjA,ZZ Top,Viva Las Vegas,45,0.611,0.916,10,-7.604,0,0.132,0.00374,0.00148,0.463,0.676,120.005,audio_features,5JFywJVhSvuJI6KB9ikgjA,https://api.spotify.com/v1/tracks/5JFywJVhSvuJI6KB9ikgjA,https://api.spotify.com/v1/audio-analysis/5JFywJVhSvuJI6KB9ikgjA,286547,4
spotify:track:0KbtyQ2oKJWiFJz5wY4HBX,ZZ Top,Tube Snake Boogie,34,0.569,0.648,9,-12.15,1,0.0375,0.00382,0.054,0.108,0.965,150.396,audio_features,0KbtyQ2oKJWiFJz5wY4HBX,https://api.spotify.com/v1/tracks/0KbtyQ2oKJWiFJz5wY4HBX,https://api.spotify.com/v1/audio-analysis/0KbtyQ2oKJWiFJz5wY4HBX,184293,4
spotify:track:4Sx0FBH0vNWZVxeUCpdHoL,ZZ Top,Stages,41,0.453,0.787,7,-13.397,1,0.0327,0.0519,0.00478,0.166,0.834,75.876,audio_features,4Sx0FBH0vNWZVxeUCpdHoL,https://api.spotify.com/v1/tracks/4Sx0FBH0vNWZVxeUCpdHoL,https://api.spotify.com/v1/audio-analysis/4Sx0FBH0vNWZVxeUCpdHoL,212027,4
spotify:track:2hVpNA46kjPlYHapuFJ2yS,ZZ Top,Heard It On The X,44,0.442,0.918,9,-5.669,1,0.0526,0.018,0.178,0.289,0.613,96.557,audio_features,2hVpNA46kjPlYHapuFJ2yS,https://api.spotify.com/v1/tracks/2hVpNA46kjPlYHapuFJ2yS,https://api.spotify.com/v1/audio-analysis/2hVpNA46kjPlYHapuFJ2yS,170960,4
spotify:track:5Wqhh9QKqZZmLjLdFLoW04,ZZ Top,Sharp Dressed Man - 2019 Remaster,41,0.647,0.787,5,-7.476,1,0.0255,0.00043,0.00247,0.105,0.393,125.111,audio_features,5Wqhh9QKqZZmLjLdFLoW04,https://api.spotify.com/v1/tracks/5Wqhh9QKqZZmLjLdFLoW04,https://api.spotify.com/v1/audio-analysis/5Wqhh9QKqZZmLjLdFLoW04,252747,4
spotify:track:0NmxhwG2NwLhY6iCJIfGWA,ZZ Top,A Fool for Your Stockings,37,0.822,0.614,7,-8.909,1,0.043,0.0344,0.00761,0.101,0.593,115.321,audio_features,0NmxhwG2NwLhY6iCJIfGWA,https://api.spotify.com/v1/tracks/0NmxhwG2NwLhY6iCJIfGWA,https://api.spotify.com/v1/audio-analysis/0NmxhwG2NwLhY6iCJIfGWA,256400,1
spotify:track:5dGVIZ6oc0ScR4ldWGbXSU,ZZ Top,Brown Sugar,38,0.587,0.413,4,-11.317,0,0.059,0.661,0.0853,0.269,0.548,107.431,audio_features,5dGVIZ6oc0ScR4ldWGbXSU,https://api.spotify.com/v1/tracks/5dGVIZ6oc0ScR4ldWGbXSU,https://api.spotify.com/v1/audio-analysis/5dGVIZ6oc0ScR4ldWGbXSU,324560,4
spotify:track:5NR2RuQ5rQplGLaKS7ZwAu,ZZ Top,Arrested for Driving While Blind,40,0.553,0.672,2,-10.917,0,0.0438,0.215,0.0127,0.103,0.582,137.414,audio_features,5NR2RuQ5rQplGLaKS7ZwAu,https://api.spotify.com/v1/tracks/5NR2RuQ5rQplGLaKS7ZwAu,https://api.spotify.com/v1/audio-analysis/5NR2RuQ5rQplGLaKS7ZwAu,186587,4
spotify:track:4anJfhuQLpdg637D6wt0cL,ZZ Top,Pearl Necklace,38,0.603,0.756,2,-11.853,1,0.0439,0.0134,0.00173,0.316,0.946,155.768,audio_features,4anJfhuQLpdg637D6wt0cL,https://api.spotify.com/v1/tracks/4anJfhuQLpdg637D6wt0cL,https://api.spotify.com/v1/audio-analysis/4anJfhuQLpdg637D6wt0cL,245533,4
spotify:track:1L8kJLp3ExF5ZGHwEZEqHe,ZZ Top,Tush,43,0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,audio_features,1L8kJLp3ExF5ZGHwEZEqHe,https://api.spotify.com/v1/tracks/1L8kJLp3ExF5ZGHwEZEqHe,https://api.spotify.com/v1/audio-analysis/1L8kJLp3ExF5ZGHwEZEqHe,137240,4
spotify:track:4ik8VdladXfzpN1jPU7rDu,ZZ Top,Heard It on the X - 2005 Remaster,35,0.55,0.942,9,-7.044,1,0.0729,0.128,0.000218,0.185,0.815,113.857,audio_features,4ik8VdladXfzpN1jPU7rDu,https://api.spotify.com/v1/tracks/4ik8VdladXfzpN1jPU7rDu,https://api.spotify.com/v1/audio-analysis/4ik8VdladXfzpN1jPU7rDu,144813,4
spotify:track:57JtOe7GSDOWbIB71EOCNj,ZZ Top,Doubleback,40,0.655,0.673,5,-10.187,1,0.0301,0.0698,0.000144,0.372,0.558,123.913,audio_features,57JtOe7GSDOWbIB71EOCNj,https://api.spotify.com/v1/tracks/57JtOe7GSDOWbIB71EOCNj,https://api.spotify.com/v1/audio-analysis/57JtOe7GSDOWbIB71EOCNj,236200,4
spotify:track:4ZyIXabL4Sp97BZfQgqwFB,ZZ Top,Gimme All Your Lovin',43,0.655,0.785,5,-6.962,1,0.0302,0.0505,0.0168,0.0603,0.706,119.852,audio_features,4ZyIXabL4Sp97BZfQgqwFB,https://api.spotify.com/v1/tracks/4ZyIXabL4Sp97BZfQgqwFB,https://api.spotify.com/v1/audio-analysis/4ZyIXabL4Sp97BZfQgqwFB,239987,4
spotify:track:1dzfGr4PZ5npvdv6DWvycB,ZZ Top,Francine,39,0.502,0.765,0,-9.805,1,0.0336,0.331,0.00543,0.177,0.408,127.293,audio_features,1dzfGr4PZ5npvdv6DWvycB,https://api.spotify.com/v1/tracks/1dzfGr4PZ5npvdv6DWvycB,https://api.spotify.com/v1/audio-analysis/1dzfGr4PZ5npvdv6DWvycB,213600,4
spotify:track:54bP8tFfGqwcZlSEgtICfd,ZZ Top,Legs,31,0.592,0.843,4,-13.916,1,0.0411,0.139,0.022,0.131,0.83,125.232,audio_features,54bP8tFfGqwcZlSEgtICfd,https://api.spotify.com/v1/tracks/54bP8tFfGqwcZlSEgtICfd,https://api.spotify.com/v1/audio-analysis/54bP8tFfGqwcZlSEgtICfd,214867,4
spotify:track:7rbm9b3fLOKCCBqNFVdkWV,ZZ Top,Mexican Blackbird - 2005 Remaster,36,0.502,0.539,7,-6.925,1,0.0242,0.145,3.01e-05,0.135,0.798,97.528,audio_features,7rbm9b3fLOKCCBqNFVdkWV,https://api.spotify.com/v1/tracks/7rbm9b3fLOKCCBqNFVdkWV,https://api.spotify.com/v1/audio-analysis/7rbm9b3fLOKCCBqNFVdkWV,185627,4
spotify:track:4c0IaYoW94OEFhJE40zcQb,ZZ Top,TV Dinners - 2008 Remaster,37,0.77,0.66,2,-4.441,1,0.0278,0.048,0.138,0.324,0.619,100.092,audio_features,4c0IaYoW94OEFhJE40zcQb,https://api.spotify.com/v1/tracks/4c0IaYoW94OEFhJE40zcQb,https://api.spotify.com/v1/audio-analysis/4c0IaYoW94OEFhJE40zcQb,230573,4
spotify:track:2nOkKjTkLvKeebQEHUB3Hi,ZZ Top,Nasty Dogs and Funky Kings - 2005 Remaster,36,0.459,0.851,2,-8.444,1,0.0619,0.0148,0.0306,0.374,0.847,88.086,audio_features,2nOkKjTkLvKeebQEHUB3Hi,https://api.spotify.com/v1/tracks/2nOkKjTkLvKeebQEHUB3Hi,https://api.spotify.com/v1/audio-analysis/2nOkKjTkLvKeebQEHUB3Hi,162347,4
spotify:track:30sJmjuLalNSzlRIml1PlJ,ZZ Top,Sure Got Cold After the Rain Fell,38,0.396,0.424,2,-10.812,1,0.0298,0.304,0.175,0.103,0.216,129.597,audio_features,30sJmjuLalNSzlRIml1PlJ,https://api.spotify.com/v1/tracks/30sJmjuLalNSzlRIml1PlJ,https://api.spotify.com/v1/audio-analysis/30sJmjuLalNSzlRIml1PlJ,440947,3
spotify:track:5MTsZG10E0hTvAkdioyPnw,Buddy Guy,Feels Like Rain (feat. Bonnie Raitt),53,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,audio_features,5MTsZG10E0hTvAkdioyPnw,https://api.spotify.com/v1/tracks/5MTsZG10E0hTvAkdioyPnw,https://api.spotify.com/v1/audio-analysis/5MTsZG10E0hTvAkdioyPnw,275267,4
spotify:track:2FtX5tOFUVOyjcGQiuGR8f,Buddy Guy,"Damn Right, I've Got the Blues",52,0.353,0.921,2,-5.64,1,0.0758,0.0488,0.065,0.314,0.526,145.589,audio_features,2FtX5tOFUVOyjcGQiuGR8f,https://api.spotify.com/v1/tracks/2FtX5tOFUVOyjcGQiuGR8f,https://api.spotify.com/v1/audio-analysis/2FtX5tOFUVOyjcGQiuGR8f,271653,3
spotify:track:1TkliUZNnCeTjZMWPuUoPK,Buddy Guy,Mustang Sally (feat. Jeff Beck),49,0.613,0.934,0,-3.711,1,0.0342,0.0412,0.000308,0.0882,0.776,107.274,audio_features,1TkliUZNnCeTjZMWPuUoPK,https://api.spotify.com/v1/tracks/1TkliUZNnCeTjZMWPuUoPK,https://api.spotify.com/v1/audio-analysis/1TkliUZNnCeTjZMWPuUoPK,283267,4
spotify:track:37mWDk2nTyx0eon0AkdOKQ,Buddy Guy,Flesh & Bone (Dedicated to B.B. King) (with Van Morrison),42,0.406,0.55,7,-4.837,1,0.0286,0.729,0.00647,0.101,0.241,141.324,audio_features,37mWDk2nTyx0eon0AkdOKQ,https://api.spotify.com/v1/tracks/37mWDk2nTyx0eon0AkdOKQ,https://api.spotify.com/v1/audio-analysis/37mWDk2nTyx0eon0AkdOKQ,240493,4
spotify:track:1amH1FjaNDAaZVpHWzcztW,Buddy Guy,Ain't No Sunshine,41,0.666,0.421,4,-8.553,0,0.0421,0.535,0.0143,0.112,0.435,79.918,audio_features,1amH1FjaNDAaZVpHWzcztW,https://api.spotify.com/v1/tracks/1amH1FjaNDAaZVpHWzcztW,https://api.spotify.com/v1/audio-analysis/1amH1FjaNDAaZVpHWzcztW,204773,4
